-6.587367354010641336e-03,-6.016977740195590327e-03,-4.189187810823470463e-03,6.238282599290698865e-02,0.000000000000000000e+00,1.331579038398730472e-02,-2.198621953661217265e-03,-4.158208271931513808e-03,6.053223971628115575e-03,-6.189448888817577002e-03,2.525072101906690718e-03,4.757422722677293742e-02,0.000000000000000000e+00,-8.708547987913468555e-03,2.413518896657695922e-03,4.350586278572298078e-03,-2.180667990622069900e-03,3.376110286213199890e-02,2.306005185391027910e-03,-2.946270747835468343e-02,0.000000000000000000e+00,7.930661621988830540e-03,-5.182216194283765197e-03,1.083153125469925142e-02,2.167301773596974623e-03,-3.719444539132443078e-02,2.018009793037837084e-03,-2.313865606623543431e-02,0.000000000000000000e+00,-1.814026592757391181e-03,-4.563402983358159156e-04,8.924914134232035797e-04,-9.626684165738070989e-04,6.810973185296205490e-02,1.563123356364540554e-03,1.323431102502976289e-03,0.000000000000000000e+00,8.556578979217188685e-03,-1.338664660647637117e-03,1.468503464757571660e-02
5.738149560853429004e-02,4.503547184118283225e-02,8.218891989802690201e-03,-1.729654657264888817e-01,0.000000000000000000e+00,-3.270868624198952634e-03,-5.264472180787833563e-03,-8.364197361700584279e-04,-1.063861326108270222e-02,-1.166032812726045323e-02,2.036457086567048172e-02,5.475247644688906352e-03,0.000000000000000000e+00,4.143972052473814463e-03,1.304927879524829352e-02,7.098974798267553010e-02,2.051546821261690523e-02,-3.564126710956162791e-02,5.652925288311802000e-03,-3.426849489528254605e-02,0.000000000000000000e+00,-1.423754221188408275e-01,7.987587524056609725e-03,-9.532127392047775802e-03,-2.320589410961434659e-02,1.010768875073690849e-02,9.751765398720659700e-03,-6.953269332832176519e-03,0.000000000000000000e+00,-8.575830444129022012e-02,-1.725956502310808623e-04,1.146813197608415914e-02,-1.036831911248846123e-03,2.154313584302540441e-01,-6.115590157539334618e-03,-4.677471348758967945e-02,0.000000000000000000e+00,8.694339606037972124e-02,-1.039714101573057346e-02,5.434051519603424335e-02
-1.346582082075839341e-02,-4.901469563573679356e-02,3.724175233142469881e-03,-1.366520053153689462e-01,0.000000000000000000e+00,3.337582374008276481e-02,1.375501338861472847e-03,-1.040427177385992198e-02,-5.275836770714247698e-02,-2.591595108799473191e-01,-1.745106813067774090e-03,-5.731403564791372196e-02,0.000000000000000000e+00,-1.866476775059975474e-02,-2.271761317899260654e-02,9.985543444659584697e-03,-6.011645016906650048e-03,-1.997569901187865316e-01,2.267086420817187448e-02,-1.546718209275785016e-01,0.000000000000000000e+00,-5.347830089190692276e-02,-9.415833967286037914e-03,4.433187117730779531e-02,4.873255642858422693e-02,-1.071819738845440802e-02,1.154615133973759932e-03,-9.002428509481659458e-02,0.000000000000000000e+00,1.842135759040473483e-02,-2.581169421810806681e-03,-2.390530854130777910e-03,-6.076066964386912968e-03,1.903185761455209249e-02,2.132927816868671403e-02,-3.969593259070780533e-02,0.000000000000000000e+00,-3.411666250707599823e-02,6.928812908569222692e-05,1.042664271234433442e-02
-6.375186094812809214e-03,-2.263076396705179447e-02,-8.120085392642353937e-04,-9.433225091180537369e-02,0.000000000000000000e+00,5.041200904093055823e-02,-9.695280097079175124e-03,8.707483311442633421e-04,7.849715714343992326e-04,3.982164342507197446e-02,-1.713939398898364408e-06,5.218314628914458991e-02,0.000000000000000000e+00,8.229008881090096178e-03,6.969711264551632299e-03,6.759942062545955081e-03,-3.715576479497194069e-03,-6.379825066289598369e-03,-1.414990642836388111e-02,5.335230543936277103e-02,0.000000000000000000e+00,9.310979190651158532e-03,-4.615724424503705493e-03,-1.040733837138142250e-02,-7.204366970802749195e-03,-3.881789522105123097e-02,-1.737847711256393672e-03,1.199480496796246493e-01,0.000000000000000000e+00,-1.328645899136426077e-02,-1.707475737345634818e-03,3.956373182523446018e-03,-3.812495372491215336e-03,-2.935124322035739461e-02,1.423234335215033640e-02,-4.532331639710142183e-03,0.000000000000000000e+00,5.149151352294434325e-03,-1.472783948455807243e-03,1.808822995450685717e-03
3.753580088839499063e-02,7.077299315346437247e-02,-9.747871193467918518e-04,-9.125165576009375279e-02,0.000000000000000000e+00,3.518534578443202002e-03,-3.882208931820366258e-04,1.324564036601248371e-04,5.391921136214844999e-03,-7.575902511364940306e-02,-3.948625849215709784e-03,-1.594611947504017968e-01,0.000000000000000000e+00,-2.217396168807333479e-01,-1.399619223434016464e-02,-1.967257515902731679e-02,-3.099236704604429928e-03,-1.118808050839690538e-01,-4.182184346879012915e-02,-2.069394702237197792e-01,0.000000000000000000e+00,-8.191932899639743637e-02,-2.002443520465010604e-02,1.415949872356749191e-02,3.711735156742790483e-03,-4.038587905720804339e-02,6.658108471656437252e-03,-4.720721746513612677e-02,0.000000000000000000e+00,-2.251871326431590867e-02,-1.005366315930491996e-03,-2.077304577259804150e-02,-2.971358598840107609e-03,3.987518708366306376e-03,-2.191084129381482351e-03,-6.433381515614158309e-03,0.000000000000000000e+00,3.169477285237928821e-02,-3.037708393463337073e-03,3.045362638051393386e-02
2.687614587000099545e-02,2.239829101787252710e-02,-8.340800215436141793e-03,-5.973787183501595016e-02,0.000000000000000000e+00,-1.066040151348308408e-02,6.261349924575332349e-03,2.492396251912006901e-03,2.231840399504997352e-02,-2.846976365503374809e-02,-1.571832521731367585e-04,-3.000812366321572652e-02,0.000000000000000000e+00,-3.436604742154680814e-04,9.470770981668406169e-03,-2.099366339309256119e-02,2.003988174266982045e-02,6.978661179478691176e-03,-9.219890250326221240e-03,1.109661347431375039e-01,0.000000000000000000e+00,-5.537031672971489543e-02,-1.065249809551202867e-02,-1.780827290422443837e-02,1.747024597594642190e-03,8.165966056659966499e-02,-2.911049894138468424e-04,-4.649990170059213612e-02,0.000000000000000000e+00,-1.985849558367740880e-02,1.026455429911050411e-02,8.957840433049257811e-05,-2.548819417109445852e-03,-5.813575886046558339e-02,2.551133915550021433e-02,1.738442761196636044e-01,0.000000000000000000e+00,6.246947556392212775e-03,-3.804622506613238898e-03,8.237707269026537521e-03
6.020514383225864484e-03,3.707197848477053991e-03,2.922524699482049234e-03,2.302476861938201284e-03,0.000000000000000000e+00,3.427786494860377703e-02,-4.042383912486323568e-03,-2.573009408491533367e-03,1.142220050462833258e-02,1.061253351840360792e-01,1.673343980094084762e-02,5.803641076024019380e-02,0.000000000000000000e+00,-2.598854995032404483e-02,5.028795350483180639e-03,-7.533486722344892063e-03,-1.133405286677737194e-03,-3.676934984860253438e-03,-4.441155300843832067e-03,-7.646433862208892873e-02,0.000000000000000000e+00,-3.387501549963018582e-02,-6.884540404211547671e-03,1.572034241369008045e-02,7.916724135994939252e-03,-1.710288689518132607e-02,9.391223860178734423e-03,-5.814554286441827452e-02,0.000000000000000000e+00,-1.464045494190480134e-02,3.665305687741466528e-04,-1.269272424892708973e-02,-8.893539276802078601e-05,-7.423247429746525350e-02,5.215074154413944403e-03,-2.301501178039514275e-02,0.000000000000000000e+00,-9.079399859558618877e-03,1.127090293782559123e-03,7.125124766493351469e-03
-5.851925340691193148e-03,-3.749046246496317517e-03,-1.980943927820285645e-03,2.296713973262797664e-02,0.000000000000000000e+00,1.571176789311955896e-02,2.890434251303800679e-04,-2.045471041476660309e-03,-1.134198550034168059e-03,4.615933439515670228e-02,-3.697315880832314269e-03,1.950875610671454902e-02,0.000000000000000000e+00,-2.049522268088251921e-03,1.099203859450051694e-03,-1.281059929076273354e-03,1.465075497194545662e-04,6.433960138041269674e-04,4.339914730975121850e-03,2.905819411961511542e-02,0.000000000000000000e+00,-7.519611689686083031e-04,3.771464969734968846e-04,2.135799134582743678e-03,-5.220933533446801925e-05,7.766043055803710862e-03,-1.988801115500831557e-04,-8.389902090082541550e-03,0.000000000000000000e+00,-3.908401072821072347e-04,-3.074419788408531929e-04,2.796917457133499783e-03,-3.959403157119559887e-04,3.399749603227514901e-03,-2.736821088633362869e-04,-1.092939160351802386e-03,0.000000000000000000e+00,-2.706620157772518000e-03,-2.955686182377229650e-04,-1.310113046073543537e-03
4.887224933465971095e-03,1.181389058905358592e-02,3.073482742918037195e-03,-2.611719286433587545e-03,0.000000000000000000e+00,-2.821908058822335946e-02,-5.972864935256140366e-03,4.990990723744362888e-03,1.348624131068383017e-03,-3.272753474581890920e-04,-2.961443915571277449e-03,2.309762172789719958e-03,0.000000000000000000e+00,-4.798489705860498056e-03,5.511649297307257347e-03,-1.191489331748975429e-02,-1.976646946980702927e-03,-3.499143376485584073e-02,1.372894632665552436e-02,-7.273838287516343204e-02,0.000000000000000000e+00,9.235007370350926947e-02,-4.086813285613071292e-03,2.419610193119390781e-02,-3.306066323841672094e-03,-2.057618910194896483e-02,-2.999421634675147885e-04,7.294670026004491936e-02,0.000000000000000000e+00,3.234780227251012746e-02,9.465634729308883364e-04,1.363409553998432304e-03,-3.210945011041799191e-04,-1.881038698574438728e-02,4.294681081620788099e-04,1.034026020205315068e-02,0.000000000000000000e+00,3.636185502313345197e-02,1.279401334262575407e-03,-7.562750808101053115e-03
-9.364039651695141644e-03,1.864863523495948958e-02,1.631670270811489982e-03,1.848441779962495535e-01,0.000000000000000000e+00,-1.322866375870137765e-02,1.724031039209872329e-03,4.717492838170705255e-04,-5.736716532960063446e-03,1.957273667109486401e-02,6.381163054516858502e-04,7.472413274937107601e-03,0.000000000000000000e+00,6.487880617903071280e-03,2.750237426687444052e-03,-5.899098475532422656e-03,-1.591876283936596555e-03,3.304256680693332636e-03,-4.654397892248014409e-03,-2.404511510505608074e-02,0.000000000000000000e+00,-5.083617834921979467e-02,-4.486268682197773819e-03,-1.033013062991704721e-02,6.998782712435068455e-04,-1.604358386408703471e-02,6.067760754300567487e-03,2.432294959785455055e-02,0.000000000000000000e+00,-8.158937923673226233e-03,-8.212866250332557941e-04,1.375114429694417615e-03,1.620099575913358514e-03,-1.697635524156452039e-02,2.956936245609704302e-03,1.820456648961053542e-03,0.000000000000000000e+00,4.865707263803539274e-03,-5.415372489901505758e-04,-1.169394409100529472e-04
